id,cgpa,tenth_percentage,twelfth_percentage,backlog_history_count,programming_score,sql_score,dsa_score,web_dev_score,git_score,cloud_score,aptitude_score,logical_score,coding_score,communication_score,interview_score,presentation_score,verified_project_count,project_complexity_score,verified_internship_count,verified_certification_count,open_source_score,hackathon_score,leadership_score,placed
2892,6.71,73.7,74.4,0,72,62,58,64,61,46,74,62,65,54,51,66,0,0,1,0,57,32,0,0
2893,8.12,86.4,83.6,0,75,67,69,66,77,65,63,55,51,60,66,59,0,0,0,0,0,0,35,1
2894,8.7,79.1,84.1,1,65,44,65,54,72,44,75,58,64,70,69,70,0,0,0,2,0,0,39,1
2895,8.75,92.7,82.5,0,59,51,59,62,52,47,68,59,59,71,60,62,0,0,0,3,0,0,54,1
2896,6.55,77.6,73.0,0,46,46,46,48,56,47,59,57,63,59,52,57,0,0,1,0,0,0,0,0
2897,7.86,78.3,77.6,0,69,51,63,52,70,41,65,65,68,64,68,50,0,0,1,1,0,0,0,1
2898,6.7,77.4,80.5,1,67,53,57,65,53,53,66,65,52,54,50,59,0,0,1,2,36,52,10,1
2899,7.51,81.4,75.8,0,63,48,64,52,60,52,66,51,57,65,61,64,0,0,0,2,10,0,36,0
2900,8.12,79.3,90.4,2,57,55,57,41,49,41,57,59,55,61,64,50,1,78,1,3,78,67,0,1
2901,8.44,92.0,98.0,0,52,49,57,40,58,52,75,76,64,55,57,62,0,0,0,3,0,0,0,1
2902,7.24,85.9,75.4,0,67,59,77,63,76,45,60,63,67,68,67,55,1,67,0,0,0,56,0,1
2903,7.15,75.7,67.9,0,77,72,64,63,70,55,59,55,72,63,62,64,2,68,0,2,0,37,0,1
2904,6.25,81.6,66.1,0,59,64,66,61,60,47,57,66,65,82,71,66,0,0,0,0,32,34,77,1
2905,6.84,71.0,76.1,1,50,51,65,50,52,47,69,56,61,55,50,54,0,0,0,1,77,64,0,1
2906,6.88,75.8,79.8,0,72,64,76,63,63,70,70,75,66,74,65,69,4,68,2,0,65,0,71,1
2907,7.19,79.5,75.7,0,81,63,76,72,74,61,76,67,69,62,66,69,0,0,0,3,0,0,51,1
2908,8.46,89.3,79.8,1,71,47,61,57,64,51,53,56,57,63,54,63,0,0,0,0,21,0,0,0
2909,5.84,58.1,71.9,2,83,88,67,69,65,66,65,63,87,57,55,51,3,61,0,1,0,0,0,0
2910,8.0,85.9,81.1,0,57,43,60,42,44,39,59,59,56,65,58,56,1,71,1,2,0,37,0,1
2911,8.14,88.3,88.1,1,56,47,56,53,45,38,59,53,51,68,59,60,0,0,0,2,47,0,0,1
2912,9.38,97.7,94.5,0,65,51,54,49,47,44,56,61,68,58,50,48,0,0,0,3,15,0,0,0
2913,7.09,79.5,86.2,0,64,59,60,53,54,43,64,61,55,58,66,59,0,0,0,2,0,10,54,1
2914,7.1,76.0,68.7,0,70,64,62,69,57,55,55,62,66,52,56,41,1,55,0,2,70,0,0,1
2915,7.38,78.3,76.3,1,72,58,57,52,57,58,55,69,69,70,58,69,0,0,2,2,0,78,0,1
2916,7.14,72.4,74.2,1,75,68,73,80,79,67,72,85,84,68,47,69,0,0,0,0,0,0,23,1
2917,7.28,85.7,76.4,0,64,71,67,59,66,65,64,67,64,60,56,54,0,0,0,3,0,0,0,1
2918,6.74,71.6,67.5,0,86,72,71,72,81,71,60,64,74,71,66,63,2,72,1,2,34,46,0,1
2919,7.11,77.6,75.3,0,76,63,65,62,66,65,74,62,72,59,52,63,0,0,0,1,38,0,0,1
2920,6.93,71.1,80.2,0,66,50,59,62,62,58,66,64,70,60,63,67,0,0,0,1,0,10,32,1
2921,6.48,79.8,78.8,0,50,22,64,42,53,36,84,64,66,64,59,62,2,56,1,1,0,38,43,1
2922,8.33,79.4,79.9,0,65,54,52,62,61,59,46,51,63,51,60,48,1,68,0,2,58,81,0,1
2923,6.74,76.0,67.0,1,76,68,68,73,64,63,70,66,68,52,56,56,0,0,0,1,11,0,0,1
2924,5.8,73.7,70.0,3,60,54,47,39,54,39,59,53,41,57,61,57,3,43,0,1,0,0,0,0
2925,7.73,86.3,85.5,2,52,58,67,49,62,40,68,61,66,76,58,48,0,0,0,1,0,0,0,0
2926,6.58,71.9,68.5,3,70,60,70,70,59,51,63,68,73,55,52,49,1,71,0,1,0,0,0,0
2927,7.03,83.6,87.9,2,71,51,68,60,72,63,64,68,63,58,61,60,0,0,0,0,40,0,0,1
2928,8.12,87.5,85.3,1,68,61,70,66,70,56,66,67,72,47,56,54,0,0,1,2,0,0,0,1
2929,7.4,69.6,81.6,1,62,66,63,70,65,44,67,67,62,56,53,50,0,0,0,1,0,0,22,1
2930,7.83,85.6,81.1,0,63,55,73,49,62,43,68,67,79,67,59,52,1,46,1,1,0,0,0,1
2931,8.28,85.8,82.4,3,69,67,72,62,69,56,86,69,72,56,54,47,0,0,1,1,11,0,0,0
2932,8.42,93.0,76.5,0,68,53,66,67,67,35,72,57,67,70,71,50,2,63,0,2,0,17,0,1
2933,7.57,85.1,79.1,3,76,79,71,69,67,67,66,74,68,67,64,67,0,0,0,1,0,10,28,1
2934,6.95,82.5,85.4,2,69,57,64,49,47,50,62,56,62,79,61,56,0,0,0,0,0,0,0,0
2935,7.31,81.7,76.6,0,73,59,57,63,54,60,57,61,66,61,54,53,0,0,1,1,0,59,0,1
2936,7.86,81.2,78.8,2,83,73,66,72,74,72,53,58,69,66,54,64,1,75,0,0,0,0,38,1
2937,6.78,67.9,80.0,0,60,49,54,54,54,54,59,53,56,69,57,55,3,69,2,1,0,53,0,1
2938,8.42,78.2,80.3,2,68,41,70,47,55,50,65,70,60,67,54,63,0,0,0,1,0,0,0,1
2939,7.18,79.7,71.5,1,73,62,78,58,59,55,78,71,71,63,61,66,0,0,0,1,0,0,0,1
2940,7.3,80.2,76.5,0,54,55,66,65,65,56,66,65,64,56,52,48,0,0,1,1,51,47,28,1
2941,7.83,76.9,82.8,0,59,47,49,50,56,51,58,52,47,65,55,65,1,57,0,0,54,37,0,1
2942,6.93,71.1,68.2,1,75,62,64,73,67,63,74,73,80,60,66,64,3,71,1,3,0,61,34,1
2943,6.52,80.8,73.6,0,62,57,67,50,76,49,70,72,60,66,60,53,1,65,1,0,41,25,0,1
2944,8.23,91.5,86.4,0,67,61,59,64,53,46,65,70,67,58,59,48,0,0,0,1,0,0,32,1
2945,7.25,87.0,76.7,0,61,34,48,53,47,26,64,54,58,71,66,57,0,0,1,1,19,29,0,1
2946,7.33,87.4,85.9,0,76,52,53,60,70,48,51,60,62,52,63,53,0,0,0,2,0,0,0,0
2947,7.31,78.3,68.8,0,60,45,48,55,51,45,60,57,67,69,66,60,3,44,1,1,0,0,0,0
2948,7.05,80.9,72.9,0,66,68,73,62,70,56,75,57,61,56,60,54,0,0,0,2,51,0,42,0
2949,7.09,80.2,71.2,0,68,70,63,61,69,50,75,76,78,64,65,52,1,63,0,0,0,37,0,0
2950,5.71,68.3,68.1,0,70,62,61,59,67,58,48,58,62,55,57,55,0,0,0,3,61,71,10,1
2951,6.03,73.7,68.1,0,55,49,47,47,45,44,53,60,57,68,66,62,2,46,0,0,0,48,0,1
2952,7.6,84.8,84.4,1,73,62,66,73,72,64,68,61,72,55,73,53,1,85,1,2,73,62,0,1
2953,6.84,80.4,79.9,0,65,56,61,61,71,60,55,59,67,63,56,58,0,0,1,2,0,0,0,1
2954,6.1,62.2,50.1,0,63,47,49,52,58,47,61,62,50,73,52,59,0,0,0,3,37,17,48,0
2955,7.63,87.3,85.1,0,71,45,61,62,63,37,67,74,77,59,57,58,1,76,1,2,56,0,0,1
2956,6.91,82.8,78.3,1,66,59,72,57,65,47,73,62,62,52,60,49,0,0,0,2,0,37,0,1
2957,7.74,78.0,77.0,1,76,53,67,63,63,46,55,56,67,67,62,63,0,0,2,1,0,0,25,1
2958,8.48,95.7,82.8,0,68,52,70,65,60,45,83,70,69,52,56,58,0,0,2,1,0,0,0,1
2959,6.33,76.8,74.3,3,65,66,67,66,56,54,74,69,72,58,67,59,0,0,1,1,90,82,0,1
2960,7.92,85.0,84.7,0,63,45,57,52,53,52,56,63,67,55,62,58,2,39,0,1,0,16,0,1
2961,8.66,91.9,82.6,0,73,51,60,49,53,43,60,60,52,62,59,62,0,0,0,1,0,38,0,1
2962,7.78,87.4,86.7,1,74,61,65,69,75,54,69,58,69,54,51,52,0,0,1,2,0,0,0,1
2963,8.31,89.1,92.2,1,71,55,59,56,64,56,70,58,70,57,55,60,0,0,0,1,0,0,0,1
2964,7.26,86.1,80.2,2,66,55,64,50,51,36,63,59,57,61,61,54,0,0,0,3,0,0,0,1
2965,7.58,86.8,85.9,2,57,49,57,52,51,35,70,71,55,70,54,70,0,0,0,2,0,0,0,0
2966,7.0,82.3,78.3,0,78,68,78,65,72,58,75,75,73,57,58,56,2,61,0,0,0,10,0,1
2967,6.55,87.1,75.5,0,67,63,63,56,59,67,68,66,65,79,65,72,0,0,0,0,27,16,0,1
2968,7.74,89.5,87.2,1,56,44,56,49,49,41,67,56,57,64,62,56,0,0,0,0,20,0,0,1
2969,6.52,74.4,70.0,0,51,40,54,37,51,43,74,63,60,44,68,51,0,0,0,1,0,0,28,0
2970,8.13,87.0,89.6,3,66,55,65,63,58,66,71,76,69,61,61,57,0,0,0,1,0,0,52,1
2971,6.85,88.1,75.8,1,78,61,66,70,65,69,77,84,71,52,61,50,1,66,0,1,51,42,0,1
2972,7.52,73.5,71.6,0,62,46,70,60,59,43,66,77,68,69,67,59,0,0,0,1,42,0,0,0
2973,7.62,75.8,80.3,0,57,50,51,51,65,54,65,56,64,50,61,61,0,0,1,1,45,0,21,0
2974,8.0,78.4,71.0,1,62,53,54,49,59,36,56,58,52,74,71,61,0,0,0,1,0,0,63,1
2975,8.86,85.9,89.3,0,49,42,54,51,47,39,64,61,51,68,60,68,3,46,2,3,10,0,0,0
2976,8.29,80.6,81.4,0,76,52,68,68,73,64,64,72,68,49,60,74,1,62,0,0,0,0,0,0
2977,7.25,82.2,68.6,0,60,37,64,54,68,43,65,56,48,48,51,36,1,57,1,0,28,0,0,0
2978,6.92,76.6,69.3,0,47,43,48,39,48,25,50,60,54,52,45,52,0,0,1,0,0,0,0,0
2979,7.36,77.6,80.8,0,69,60,75,53,70,71,69,66,68,57,64,42,4,82,1,0,83,0,0,1
2980,6.81,86.4,78.3,3,66,69,63,56,64,51,74,80,70,72,60,57,0,0,1,2,53,82,52,0
2981,6.24,73.9,67.9,0,61,65,62,65,69,49,51,62,67,52,68,56,4,63,0,1,0,0,47,1
2982,8.59,96.4,77.7,1,63,59,65,69,76,60,60,59,56,72,65,59,4,71,1,1,0,35,0,1
2983,7.11,71.1,75.1,0,49,49,49,38,44,53,61,42,50,70,59,53,0,0,0,2,0,10,0,0
2984,6.0,70.1,65.9,2,63,50,52,52,58,48,63,62,49,59,52,57,0,0,1,0,0,20,0,0
2985,7.78,88.3,94.3,0,51,45,55,53,46,30,79,69,74,52,60,61,0,0,0,0,17,32,0,1
2986,7.84,88.7,81.7,0,63,44,67,54,64,46,66,61,71,54,58,52,4,60,0,0,23,64,10,1
2987,7.65,81.1,74.6,0,67,47,59,64,47,52,61,56,60,58,69,50,0,0,1,2,0,0,59,1
2988,7.8,76.8,81.3,0,75,59,60,52,65,54,74,66,75,69,68,54,0,0,1,2,0,11,0,1
2989,7.01,70.4,70.5,0,71,67,73,56,59,62,60,60,82,69,59,55,0,0,0,1,0,10,0,1
2990,7.46,86.3,72.4,0,62,54,58,58,54,43,63,64,51,74,58,64,0,0,0,1,0,35,52,1
2991,7.58,88.9,74.1,1,80,75,74,80,75,72,69,70,78,67,68,43,1,45,1,0,0,10,0,1
2992,6.09,73.3,71.6,0,52,50,71,46,55,40,78,72,70,82,57,75,0,0,0,0,29,0,73,1
2993,8.47,83.2,84.8,0,54,45,61,38,64,43,80,67,70,52,53,49,0,0,1,1,75,62,0,1
2994,8.88,85.4,84.4,0,67,62,71,44,53,49,69,69,58,61,55,51,0,0,0,1,0,10,31,1
2995,7.64,84.0,68.6,0,70,50,70,58,66,42,67,64,56,62,53,60,0,0,0,3,48,37,44,1
2996,5.76,76.8,66.7,2,62,41,61,48,52,39,75,54,62,56,53,55,1,55,0,2,0,38,0,1
2997,7.93,84.6,77.8,1,77,58,69,80,74,60,81,82,84,48,64,43,0,0,0,0,31,22,0,1
2998,6.28,82.6,81.5,1,71,52,47,57,68,60,61,56,62,60,64,63,1,71,1,1,0,50,0,1
2999,8.97,89.0,88.2,0,57,50,60,47,54,42,62,64,58,60,52,61,0,0,0,0,14,10,0,0
3000,9.38,98.4,98.0,0,60,52,68,59,60,51,53,53,62,62,53,38,0,0,1,1,33,0,0,1
3001,6.94,71.8,71.9,0,68,46,74,61,76,45,60,55,64,46,52,41,1,62,0,0,0,46,0,1
3002,7.22,79.5,81.4,1,77,70,74,76,78,60,74,72,71,64,61,63,0,0,2,0,0,0,0,1
3003,6.85,73.0,72.3,0,57,46,58,40,48,42,52,47,54,42,38,53,0,0,0,1,0,0,0,0
3004,6.41,71.6,76.3,1,69,66,61,64,63,55,64,67,66,43,65,45,0,0,1,0,0,0,0,0
3005,8.23,86.0,90.6,0,70,60,72,64,71,61,60,72,71,68,59,68,0,0,1,0,18,40,0,1
3006,5.75,77.9,64.0,0,78,70,71,65,59,63,68,62,73,82,66,61,0,0,0,0,0,0,72,1
3007,7.64,83.6,92.7,1,77,82,67,78,66,64,60,55,75,60,52,56,1,84,0,0,38,35,0,1
3008,7.12,77.4,74.8,0,69,53,72,65,59,56,73,73,71,53,56,54,2,66,2,1,56,37,18,1
3009,7.75,89.1,67.9,0,65,54,65,59,63,46,67,60,68,67,61,58,0,0,0,1,39,39,20,1
3010,6.78,71.5,73.7,0,59,52,68,57,63,52,63,58,67,66,57,63,2,63,0,0,67,32,32,0
3011,7.24,85.5,72.7,3,64,52,80,56,69,38,78,65,70,77,61,64,0,0,1,0,0,48,0,1
3012,7.54,83.7,77.3,1,66,52,63,59,63,52,64,68,60,66,53,73,1,57,0,3,44,19,0,1
3013,6.78,77.8,66.9,0,58,51,61,58,61,50,81,75,65,63,63,64,0,0,1,1,60,65,0,1
3014,8.2,78.7,85.3,0,75,61,70,71,72,46,80,76,81,72,68,57,3,76,1,1,32,35,0,1
3015,8.36,93.1,78.3,0,71,58,64,66,56,48,67,69,74,74,56,61,0,0,1,0,51,32,0,1
3016,7.78,84.7,84.8,1,57,48,62,53,53,44,65,70,65,76,65,62,0,0,2,0,17,14,0,0
3017,6.75,84.0,80.8,0,72,51,57,59,73,67,67,65,67,50,57,57,0,0,1,3,0,49,0,1
3018,8.09,85.3,92.7,0,69,53,69,56,72,57,67,65,67,66,75,53,0,0,0,3,17,10,0,1
3019,7.08,83.7,78.6,3,54,42,59,43,46,45,69,59,57,62,47,61,0,0,1,3,59,0,0,0
3020,8.3,91.6,81.4,2,59,34,42,53,61,43,57,56,61,68,68,55,0,0,0,0,0,42,29,0
3021,9.03,89.4,85.7,0,59,52,65,47,58,47,60,55,65,50,50,37,0,0,0,1,0,0,19,0
3022,6.06,77.3,73.2,1,61,54,61,60,50,48,54,50,58,63,66,54,0,0,0,1,0,0,0,1
3023,8.56,94.7,86.0,0,68,59,62,64,62,52,74,69,76,65,58,53,0,0,1,3,0,0,0,1
3024,6.78,80.0,79.9,1,71,57,60,69,63,54,65,62,64,62,66,57,0,0,0,1,0,0,0,1
3025,7.72,84.5,80.2,1,71,72,64,51,64,56,66,68,67,62,64,58,0,0,0,1,0,0,0,0
3026,7.71,78.7,75.8,1,77,64,75,74,63,75,68,69,78,46,49,58,0,0,0,1,0,0,0,0
3027,8.74,99.0,87.1,1,67,50,51,61,57,59,72,72,66,63,60,60,0,0,1,2,58,0,0,1
3028,7.69,83.5,82.4,0,61,57,67,60,63,46,65,72,65,62,51,47,0,0,1,1,75,0,0,1
3029,8.91,92.1,84.4,0,42,52,45,46,35,32,57,51,39,53,52,36,0,0,0,1,0,10,0,0
3030,8.29,79.7,77.4,2,74,53,61,63,59,54,63,70,54,63,71,59,0,0,0,1,0,0,32,0
3031,9.35,93.4,88.8,0,63,48,58,57,55,44,63,66,52,54,57,54,0,0,0,1,39,0,0,1
3032,6.09,74.8,67.5,1,64,60,70,56,72,43,67,72,72,50,55,44,0,0,0,0,0,0,0,0
3033,6.26,72.2,64.6,3,67,61,58,45,65,49,48,52,62,50,52,64,0,0,1,0,16,0,0,0
3034,6.9,76.0,78.4,0,45,49,58,51,42,44,71,59,57,63,51,62,1,61,0,1,49,0,0,1
3035,6.87,70.7,63.7,0,59,44,52,52,52,52,53,44,56,44,50,49,0,0,1,0,10,10,0,0
3036,5.34,67.3,73.1,1,53,39,56,37,47,34,78,60,57,58,51,58,0,0,0,1,0,0,0,0
3037,7.82,81.3,90.5,0,68,70,83,68,59,46,76,71,83,50,65,54,1,66,0,2,0,27,10,1
3038,7.27,77.7,77.0,0,67,59,59,58,67,52,73,74,73,61,67,57,0,0,1,2,0,29,0,1
3039,7.73,84.8,74.4,0,79,57,67,64,71,59,69,69,67,81,70,65,4,77,0,1,82,90,54,1
3040,5.57,75.3,66.7,1,66,50,59,64,55,54,67,65,67,74,64,65,1,70,1,1,0,40,78,1
3041,6.67,71.3,76.3,0,49,46,52,41,53,42,61,58,50,64,50,60,0,0,1,1,0,0,0,0
3042,6.34,80.2,77.8,1,66,46,62,60,65,52,62,67,55,55,58,46,0,0,0,0,0,10,0,0
3043,7.59,83.1,87.2,1,63,57,59,55,57,50,65,64,53,58,58,49,0,0,0,2,0,23,0,1
3044,6.75,74.3,76.2,3,70,49,69,61,59,52,63,63,74,54,54,55,2,66,0,2,0,0,12,1
3045,7.16,76.0,70.8,1,58,52,48,49,59,41,64,55,65,64,60,49,2,54,0,0,0,19,0,0
3046,6.2,75.1,70.8,0,71,57,60,63,76,49,71,68,71,50,59,53,1,92,1,0,86,69,35,1
3047,8.48,91.6,85.5,0,66,57,61,69,67,65,60,58,69,57,70,60,0,0,0,2,0,44,0,1
3048,6.42,75.8,73.9,0,69,55,68,55,73,52,90,84,81,48,46,46,3,55,0,0,0,0,0,1
3049,8.25,81.4,85.2,1,62,55,46,61,69,56,58,58,64,72,69,59,0,0,0,0,0,80,60,1
3050,7.19,79.5,81.4,0,78,65,70,60,66,53,64,61,57,63,67,57,1,63,2,0,39,0,0,1
3051,6.78,75.1,64.6,3,52,36,50,55,57,41,57,55,56,53,57,60,0,0,0,2,0,0,0,0
3052,7.64,85.0,82.8,1,77,65,64,67,66,53,51,64,59,62,63,56,0,0,2,0,55,55,32,0
3053,7.42,78.8,70.3,0,59,43,60,50,57,46,63,60,55,64,61,62,0,0,0,0,11,18,36,1
3054,7.74,92.6,85.3,0,61,47,59,57,64,51,66,63,68,64,59,63,0,0,1,0,0,0,0,1
3055,7.35,79.6,80.5,2,59,59,68,49,46,43,73,73,61,46,51,48,1,50,0,1,13,0,0,0
3056,7.42,76.9,73.6,1,75,71,66,76,59,56,78,79,79,67,68,51,0,0,0,0,0,47,0,1
3057,7.57,86.5,76.8,1,68,58,67,61,67,55,70,70,68,74,67,62,0,0,0,1,0,0,0,1
3058,7.18,77.2,76.0,0,72,51,58,56,58,45,54,55,61,75,65,65,3,74,0,0,0,50,73,1
3059,6.93,78.1,81.6,1,85,67,75,82,73,74,63,79,74,47,60,52,3,67,0,2,38,0,0,1
3060,5.92,80.3,70.7,0,70,58,76,55,59,34,76,67,68,70,66,50,3,65,0,1,0,64,0,1
3061,8.23,87.5,82.1,1,63,61,59,62,70,57,56,55,58,57,63,54,0,0,0,0,0,32,0,0
3062,7.26,80.1,79.2,0,67,54,59,56,66,46,67,72,65,52,58,54,0,0,0,1,0,24,0,1
3063,7.76,78.0,80.0,1,83,55,85,66,75,58,80,68,80,64,69,51,0,0,0,3,0,0,0,0
3064,7.44,81.9,77.5,1,68,48,61,57,65,59,75,55,61,64,57,64,0,0,0,2,10,10,25,1
3065,7.21,86.5,75.2,2,69,58,59,49,46,59,71,59,57,71,67,67,1,54,0,0,0,0,51,0
3066,6.88,85.1,82.8,2,65,64,57,63,53,49,61,67,65,81,65,61,0,0,0,0,44,0,68,1
3067,7.52,80.4,85.5,0,56,36,69,38,61,45,61,59,50,65,62,52,1,95,2,0,48,0,42,1
3068,8.01,75.9,74.2,0,53,44,63,40,60,35,74,53,63,62,54,56,0,0,0,0,27,0,0,0
3069,7.45,80.4,75.8,0,73,65,69,49,51,47,69,64,58,63,54,58,0,0,1,2,0,36,20,1
3070,7.36,85.4,84.2,1,56,57,59,45,56,35,62,68,50,58,58,53,0,0,0,0,28,0,0,0
3071,6.49,77.2,66.5,2,68,54,52,65,75,55,48,57,56,69,58,64,0,0,2,0,72,90,58,1
3072,6.78,74.6,79.2,0,68,55,67,57,62,57,62,59,57,71,69,65,3,49,1,2,10,0,0,1
3073,7.18,71.8,82.1,0,58,38,51,39,51,38,58,55,52,54,56,51,2,40,0,3,22,10,0,0
3074,6.25,75.2,65.0,0,53,39,57,44,53,38,56,42,57,57,59,59,0,0,1,3,18,0,0,0
3075,7.18,80.3,71.7,3,82,63,69,70,73,57,66,57,73,51,65,44,0,0,0,0,0,0,0,1
3076,7.27,75.9,77.8,2,72,68,68,63,72,50,71,71,69,78,65,75,0,0,0,1,53,28,61,1
3077,6.06,76.3,81.6,1,74,65,61,69,65,59,62,64,56,60,56,51,0,0,0,0,0,59,0,1
3078,6.75,80.7,75.4,1,58,50,54,52,61,43,60,57,64,70,69,72,2,73,0,0,46,27,0,1
3079,7.23,74.3,81.5,2,76,55,71,73,80,66,64,69,73,64,63,54,0,0,1,0,0,0,39,1
3080,9.32,93.1,87.9,0,64,52,61,45,52,46,66,64,63,56,53,56,0,0,0,1,0,0,30,1
3081,7.69,85.8,76.9,1,91,81,81,88,83,87,55,58,75,51,66,38,0,0,1,0,34,49,0,1
3082,6.87,70.7,66.0,0,75,49,70,65,68,59,77,61,65,56,58,57,0,0,1,2,0,44,0,1
3083,6.24,78.0,66.8,1,79,68,72,63,78,70,61,72,72,66,69,60,0,0,1,0,0,0,21,1
3084,7.84,83.8,80.0,0,69,58,61,61,68,59,66,62,73,60,55,48,2,55,0,1,0,57,34,1
3085,6.67,68.1,79.1,0,58,52,58,39,64,38,62,64,63,73,55,55,0,0,0,1,62,63,65,0
3086,7.27,87.6,81.8,0,60,44,47,49,54,32,63,50,52,59,49,44,1,46,0,0,0,0,0,0
3087,7.22,75.1,78.9,2,63,69,58,57,55,61,69,55,57,64,61,48,1,30,0,0,0,0,0,0
3088,8.29,83.1,85.2,0,76,68,68,60,74,65,61,64,67,86,63,70,0,0,0,0,0,0,0,1
3089,7.27,75.0,74.5,0,64,60,61,54,70,45,64,63,65,63,62,57,0,0,0,0,0,21,14,0
3090,6.53,72.0,77.4,1,78,63,78,62,64,58,59,60,66,50,57,57,0,0,0,0,32,0,0,1
3091,8.19,99.0,89.3,0,61,57,63,56,60,58,66,63,64,54,52,51,0,0,0,0,46,58,0,1
3092,9.44,95.9,94.7,0,77,64,61,71,74,41,63,63,63,61,58,56,1,55,0,0,0,10,10,1
3093,8.27,81.1,85.0,0,59,46,65,48,55,34,69,67,55,81,63,71,0,0,0,3,0,13,70,0
3094,6.73,69.4,73.3,1,68,52,59,63,78,52,63,62,59,71,58,56,2,76,0,1,43,32,0,1
3095,5.71,70.9,68.1,0,77,47,58,61,59,55,54,58,67,91,77,75,0,0,0,0,26,41,0,1
3096,6.51,70.2,77.8,3,68,61,65,67,62,56,60,57,64,72,74,70,2,47,0,1,0,0,0,0
3097,9.47,86.4,85.3,0,73,58,73,64,61,52,65,68,71,67,63,46,1,63,0,3,38,40,0,1
3098,7.43,85.7,75.7,0,61,53,62,63,61,51,72,67,67,48,48,59,0,0,0,0,0,0,49,0
3099,7.18,74.6,77.7,0,54,50,45,44,45,52,52,55,43,76,60,56,2,63,0,0,53,60,0,1
3100,7.08,80.3,84.2,1,76,62,70,64,65,62,63,62,64,54,61,49,0,0,0,0,0,0,0,0
3101,7.0,66.9,68.6,0,62,50,54,50,56,57,73,69,62,61,61,54,1,75,1,0,73,54,0,1
3102,9.33,95.1,84.6,3,76,53,63,52,65,60,73,70,65,65,63,57,0,0,1,2,0,90,31,1
3103,7.53,86.4,80.5,2,72,68,64,63,64,68,65,58,64,66,64,66,1,66,0,1,0,24,51,1
3104,7.62,88.2,90.7,1,66,62,69,68,63,56,68,74,58,65,60,70,0,0,0,1,0,24,38,1
3105,7.07,80.8,80.3,2,59,48,57,51,58,42,62,54,53,54,52,61,0,0,0,0,0,0,0,0
3106,7.06,82.1,70.4,0,57,40,51,54,49,47,52,54,51,78,55,64,2,71,2,0,67,0,0,1
3107,7.56,81.2,74.7,0,72,44,52,65,67,50,63,62,65,61,64,55,1,61,1,1,0,0,0,1
3108,7.54,81.5,74.4,3,68,54,53,49,58,65,60,67,62,66,69,58,1,64,0,0,55,35,0,0
3109,7.63,83.9,73.5,0,62,66,70,59,65,59,77,60,63,50,58,56,0,0,0,0,49,31,0,1
3110,9.3,91.0,89.4,0,76,69,77,72,67,58,65,53,66,49,55,54,0,0,0,0,0,16,0,0
3111,7.84,93.3,82.6,0,81,60,65,74,80,66,72,69,75,71,59,53,0,0,0,2,0,10,0,1
3112,9.06,94.4,81.9,0,72,65,72,72,78,53,59,62,70,63,71,69,0,0,0,0,38,34,53,1
3113,8.52,93.6,81.5,3,59,42,62,56,66,55,70,68,64,58,52,44,0,0,1,0,0,0,0,0
3114,8.48,86.7,86.5,1,70,47,56,61,55,65,49,52,63,44,54,54,0,0,0,2,0,0,0,1
3115,5.88,77.1,67.4,1,73,84,67,68,79,62,53,66,69,70,63,62,0,0,1,2,0,75,0,1
3116,6.41,66.5,65.3,1,39,40,55,46,45,42,68,50,43,65,53,46,0,0,1,1,0,0,0,0
3117,8.4,84.8,82.1,1,66,61,70,64,57,45,76,70,72,71,68,63,1,52,2,1,0,0,0,1
3118,8.04,94.0,89.9,0,75,55,70,60,56,42,55,68,72,76,64,60,2,69,0,0,60,0,50,1
3119,7.25,77.3,74.1,0,70,69,75,75,59,50,80,69,66,61,62,52,2,58,1,1,0,0,0,1
3120,7.45,84.2,83.9,0,57,39,47,52,54,46,55,49,49,76,68,61,1,70,1,0,50,55,0,1
3121,8.07,83.3,85.7,1,60,48,49,55,62,48,58,50,56,76,69,59,0,0,0,0,0,10,0,1
3122,7.09,72.4,85.3,0,70,68,67,64,69,58,60,67,64,66,63,65,1,73,1,2,0,0,0,1
3123,7.64,83.3,84.6,3,61,61,63,60,53,52,69,76,61,58,52,59,0,0,0,0,63,0,0,0
3124,7.09,81.2,77.5,2,67,61,70,53,58,44,64,65,70,42,47,53,1,87,0,0,80,60,0,1
3125,6.69,78.5,77.2,0,55,42,40,52,59,35,55,51,52,67,59,66,0,0,0,0,58,34,0,1
3126,8.53,82.5,84.9,0,41,44,54,35,53,38,72,65,63,53,57,42,0,0,0,0,0,0,22,0
3127,8.26,89.0,90.4,0,70,51,58,72,60,44,50,65,55,75,73,56,0,0,1,0,28,52,81,1
3128,8.28,90.9,90.1,0,66,59,63,53,71,57,75,74,76,68,44,45,4,70,0,2,0,0,0,1
3129,7.78,82.8,82.5,0,65,48,50,51,58,55,58,56,58,85,62,75,0,0,0,2,23,13,78,0
3130,8.82,86.6,85.6,1,69,66,60,56,73,56,58,63,61,58,54,55,0,0,1,2,0,0,0,1
3131,7.87,79.1,79.0,0,51,31,57,44,41,41,64,62,55,49,47,42,4,30,0,1,0,0,0,0
3132,7.65,90.8,86.6,1,53,43,48,47,48,43,55,47,54,73,61,61,1,54,1,0,66,0,0,1
3133,6.44,77.9,77.7,0,71,48,64,61,58,59,82,87,67,55,50,51,0,0,1,0,0,27,0,1
